날짜,종목명,주문,매매가격(원),수량(주),사유,수익률
20170901,양지사(A030960),매도,10600,558,날짜지나 매도 : 20170830 ~ 20170901 설정가격매도,-4.504504504504505%
20170904,대동스틸(A048470),매수,6960,857,매수로직 매수 - (매수가) 우선순위 : 1,-
20170904,감마누(A192410),매수,9900,604,매수로직 매수 - (매수가) 우선순위 : 2,-
20170904,감마누(A192410),매도,11353,604,당일목표가매도,14.676767676767676%
20170905,성문전자(A014910),매도,2950,2005,날짜지나 매도 : 20170901 ~ 20170905 설정가격매도,-3.1198686371100166%
20170906,대동스틸(A048470),매도,6800,857,날짜지나 매도 : 20170904 ~ 20170906 설정가격매도,-2.2988505747126435%
20170907,일진디스플(A020760),매수,11650,537.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20170907,리켐(A131100),매수,29212,213.0,매수로직 매수 - (매수가) 우선순위 : 3,-
20170911,우리기술투자(A041190),매수,1035,6080.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20170911,일진디스플(A020760),매도,11350,537,날짜지나 매도 : 20170907 ~ 20170911 설정가격매도,-2.575107296137339%
20170911,리켐(A131100),매도,30459,213.0,날짜지나 매도 : 20170907 ~ 20170911 설정가격매도,4.268793646446666%
20170913,일진다이아(A081000),매수,23700,267,매수로직 매수 - (매수가) 우선순위 : 2,-
20170913,우리기술투자(A041190),매도,1070,6080,날짜지나 매도 : 20170911 ~ 20170913 설정가격매도,3.3816425120772946%
20170914,삼화전기(A009470),매수,12000,533,매수로직 매수 - (매수가) 우선순위 : 2,-
20170914,일진다이아(A081000),매도,27329,267.0,목표가매도,15.31223628691983%
20170915,삼진(A032750),매수,15050,441,매수로직 매수 - (매수가) 우선순위 : 1,-
20170918,삼화전기(A009470),매도,11450,533,날짜지나 매도 : 20170914 ~ 20170918 설정가격매도,-4.583333333333333%
20170919,신성델타테크(A065350),매수,5020,1289,매수로직 매수 - (매수가) 우선순위 : 1,-
20170919,삼진(A032750),매도,15550,441,날짜지나 매도 : 20170915 ~ 20170919 설정가격매도,3.322259136212625%
20170920,에스맥(A097780),매수,1435,4594,매수로직 매수 - (매수가) 우선순위 : 1,-
20170920,EG(A037370),매수,10050,655,매수로직 매수 - (매수가) 우선순위 : 2,-
20170921,신성델타테크(A065350),매도,4690,1289,날짜지나 매도 : 20170919 ~ 20170921 설정가격매도,-6.573705179282868%
20170921,EG(A037370),매도,11600,655.0,목표가매도,15.422885572139302%
20170922,에이디테크놀로지(A200710),매수,11500,562,매수로직 매수 - (매수가) 우선순위 : 1,-
20170922,EG(A037370),매수,12550,507,매수로직 매수 - (매수가) 우선순위 : 2,-
20170922,에스맥(A097780),매도,1270,4594,날짜지나 매도 : 20170920 ~ 20170922 설정가격매도,-11.498257839721255%
20170925,우리기술투자(A041190),매수,2960,2265.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20170926,에이디테크놀로지(A200710),매도,11850,562.0,날짜지나 매도 : 20170922 ~ 20170926 설정가격매도,3.0434782608695654%
20170926,우리기술투자(A041190),매도,2360,2265.0,손절가매도,-20.27027027027027%
20170927,국일제지(A078130),매수,599,10134,매수로직 매수 - (매수가) 우선순위 : 2,-
20170928,EG(A037370),매도,11300,507,날짜지나 매도 : 20170922 ~ 20170928 설정가격매도,-9.9601593625498%
20170929,에이티넘인베스트(A021080),매수,2765,2091,매수로직 매수 - (매수가) 우선순위 : 1,-
20170929,국일제지(A078130),매도,554,10134,날짜지나 매도 : 20170927 ~ 20170929 설정가격매도,-7.512520868113523%
20171010,알비케이이엠디(A106080),매수,3400,1645,매수로직 매수 - (매수가) 우선순위 : 1,-
20171011,에이티넘인베스트(A021080),매도,2430,2091,날짜지나 매도 : 20170929 ~ 20171011 설정가격매도,-12.115732368896925%
20171012,알비케이이엠디(A106080),매도,3500,1645,날짜지나 매도 : 20171010 ~ 20171012 설정가격매도,2.941176470588235%
20171013,지트리비앤티(A115450),매수,32400,172,매수로직 매수 - (매수가) 우선순위 : 2,-
20171013,드림시큐리티(A203650),매수,4175,1338.0,매수로직 매수 - (매수가) 우선순위 : 3,-
20171016,홈캐스트(A064240),매수,13800,411,매수로직 매수 - (매수가) 우선순위 : 1,-
20171017,지트리비앤티(A115450),매도,32300,172,날짜지나 매도 : 20171013 ~ 20171017 설정가격매도,-0.30864197530864196%
20171017,드림시큐리티(A203650),매도,4285,1338,날짜지나 매도 : 20171013 ~ 20171017 설정가격매도,2.6347305389221556%
20171018,홈캐스트(A064240),매도,14050,411,날짜지나 매도 : 20171016 ~ 20171018 설정가격매도,1.8115942028985508%
20171019,국일제지(A078130),매수,604,9138,매수로직 매수 - (매수가) 우선순위 : 1,-
20171020,소리바다(A053110),매수,2195,2574,매수로직 매수 - (매수가) 우선순위 : 1,-
20171023,로엔(A016170),매수,106200,53,매수로직 매수 - (매수가) 우선순위 : 1,-
20171023,국일제지(A078130),매도,595,9138,날짜지나 매도 : 20171019 ~ 20171023 설정가격매도,-1.490066225165563%
20171024,풍국주정(A023900),매수,10300,543,매수로직 매수 - (매수가) 우선순위 : 1,-
20171024,소리바다(A053110),매도,2250,2574,날짜지나 매도 : 20171020 ~ 20171024 설정가격매도,2.5056947608200453%
20171025,소리바다(A053110),매수,2417,2353.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20171025,로엔(A016170),매도,105900,53,날짜지나 매도 : 20171023 ~ 20171025 설정가격매도,-0.2824858757062147%
20171026,에이치엘비생명과학(A067630),매수,8092,615,매수로직 매수 - (매수가) 우선순위 : 1,-
20171026,에이치엘비생명과학(A067630),매도,9315,615,당일목표가매도,15.113692535837863%
20171026,풍국주정(A023900),매도,10400,543,날짜지나 매도 : 20171024 ~ 20171026 설정가격매도,0.9708737864077669%
20171027,한국화장품제조(A003350),매수,41344,136.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20171027,코오롱머티리얼(A144620),매수,2745,2058,매수로직 매수 - (매수가) 우선순위 : 2,-
20171027,소리바다(A053110),매도,2100,2353.0,날짜지나 매도 : 20171025 ~ 20171027 설정가격매도,-13.115432354158047%
20171030,풍국주정(A023900),매수,12650,447,매수로직 매수 - (매수가) 우선순위 : 1,-
20171031,한국화장품제조(A003350),매도,41850,136,날짜지나 매도 : 20171027 ~ 20171031 설정가격매도,1.2238777089783281%
20171031,코오롱머티리얼(A144620),매도,2670,2058,날짜지나 매도 : 20171027 ~ 20171031 설정가격매도,-2.73224043715847%
20171101,풍국주정(A023900),매도,14050,447,날짜지나 매도 : 20171030 ~ 20171101 설정가격매도,11.067193675889328%
20171102,엠지메드(A180400),매수,9490,610,매수로직 매수 - (매수가) 우선순위 : 2,-
20171102,우리기술투자(A041190),매수,1950,2976.0,매수로직 매수 - (매수가) 우선순위 : 3,-
20171103,코오롱머티리얼(A144620),매수,2960,1969,매수로직 매수 - (매수가) 우선순위 : 1,-
20171107,엠지메드(A180400),매도,9224,610,날짜지나 매도 : 20171102 ~ 20171107 설정가격매도,-2.802950474183351%
20171107,우리기술투자(A041190),매도,1830,2976.0,날짜지나 매도 : 20171102 ~ 20171107 설정가격매도,-6.153846153846154%
20171107,코오롱머티리얼(A144620),매도,2710,1969,날짜지나 매도 : 20171103 ~ 20171107 설정가격매도,-8.445945945945946%
20171108,셀루메드(A049180),매수,9050,602,매수로직 매수 - (매수가) 우선순위 : 2,-
20171109,CMG제약(A058820),매수,5620,968,매수로직 매수 - (매수가) 우선순위 : 2,-
20171109,셀루메드(A049180),매도,10402,602.0,목표가매도,14.939226519337018%
20171110,홈캐스트(A064240),매수,16050,359.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20171113,아세아시멘트(A183190),매수,112564,20.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20171113,CMG제약(A058820),매도,5440,968,날짜지나 매도 : 20171109 ~ 20171113 설정가격매도,-3.202846975088968%
20171114,키이스트(A054780),매수,2470,2303,매수로직 매수 - (매수가) 우선순위 : 1,-
20171114,홈캐스트(A064240),매도,16350,359,날짜지나 매도 : 20171110 ~ 20171114 설정가격매도,1.8691588785046727%
20171116,아세아시멘트(A183190),매도,105683,20,날짜지나 매도 : 20171113 ~ 20171116 설정가격매도,-6.112966845527878%
20171116,키이스트(A054780),매도,2455,2303,날짜지나 매도 : 20171114 ~ 20171116 설정가격매도,-0.6072874493927125%
20171117,풍국주정(A023900),매수,16700,336.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20171117,삼화콘덴서(A001820),매수,37850,148,매수로직 매수 - (매수가) 우선순위 : 3,-
20171121,삼화전기(A009470),매수,13600,403.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20171121,풍국주정(A023900),매도,16150,336,날짜지나 매도 : 20171117 ~ 20171121 설정가격매도,-3.293413173652695%
20171121,삼화콘덴서(A001820),매도,37200,148,날짜지나 매도 : 20171117 ~ 20171121 설정가격매도,-1.7173051519154559%
20171122,유니크(A011320),매수,7270,751,매수로직 매수 - (매수가) 우선순위 : 1,-
20171123,삼화전기(A009470),매도,13900,403,날짜지나 매도 : 20171121 ~ 20171123 설정가격매도,2.2058823529411766%
20171124,휴온스(A243070),매수,58783,93.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20171124,유니크(A011320),매도,7100,751,날짜지나 매도 : 20171122 ~ 20171124 설정가격매도,-2.3383768913342506%
20171127,프로스테믹스(A203690),매수,6820,804,매수로직 매수 - (매수가) 우선순위 : 1,-
20171127,원익QnC(A074600),매수,17300,318,매수로직 매수 - (매수가) 우선순위 : 2,-
20171128,휴온스(A243070),매도,62922,93,날짜지나 매도 : 20171124 ~ 20171128 설정가격매도,7.0411513532824115%
20171128,프로스테믹스(A203690),매도,7910,804.0,목표가매도,15.982404692082111%
20171129,프로스테믹스(A203690),매수,8840,638,매수로직 매수 - (매수가) 우선순위 : 1,-
20171129,CMG제약(A058820),매수,8670,668,매수로직 매수 - (매수가) 우선순위 : 2,-
20171129,원익QnC(A074600),매도,16400,318,날짜지나 매도 : 20171127 ~ 20171129 설정가격매도,-5.202312138728324%
20171130,SKC코오롱PI(A178920),매수,51400,111.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20171201,프로스테믹스(A203690),매도,8520,638,날짜지나 매도 : 20171129 ~ 20171201 설정가격매도,-3.619909502262444%
20171201,CMG제약(A058820),매도,7870,668,날짜지나 매도 : 20171129 ~ 20171201 설정가격매도,-9.22722029988466%
20171204,안트로젠(A065660),매수,34938,159.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20171205,SKC코오롱PI(A178920),매도,50400,111,날짜지나 매도 : 20171130 ~ 20171205 설정가격매도,-1.9455252918287937%
20171206,우리들제약(A004720),매수,12900,436,매수로직 매수 - (매수가) 우선순위 : 1,-
20171206,안트로젠(A065660),매도,37500,159,날짜지나 매도 : 20171204 ~ 20171206 설정가격매도,7.332989867765756%
20171207,제이씨현시스템(A033320),매수,10950,501,매수로직 매수 - (매수가) 우선순위 : 1,-
20171207,SCI평가정보(A036120),매수,5079,1080.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20171207,우리들제약(A004720),매도,10332,436.0,손절가매도,-19.906976744186046%
20171208,제이씨현시스템(A033320),매도,12558,501.0,목표가매도,14.684931506849317%
20171208,SCI평가정보(A036120),매도,5829,1080.0,목표가매도,14.766686355581808%
20171211,시큐브(A131090),매수,1469,3712,매수로직 매수 - (매수가) 우선순위 : 1,-
20171211,한국화장품제조(A003350),매수,57400,100,매수로직 매수 - (매수가) 우선순위 : 2,-
20171213,우리들제약(A004720),매수,11250,508,매수로직 매수 - (매수가) 우선순위 : 1,-
20171213,시큐브(A131090),매도,1648,3712,날짜지나 매도 : 20171211 ~ 20171213 설정가격매도,12.185159972770593%
20171213,한국화장품제조(A003350),매도,52100,100,날짜지나 매도 : 20171211 ~ 20171213 설정가격매도,-9.233449477351916%
20171214,율촌화학(A008730),매수,22450,258,매수로직 매수 - (매수가) 우선순위 : 1,-
20171215,우리들제약(A004720),매도,11350,508,날짜지나 매도 : 20171213 ~ 20171215 설정가격매도,0.8888888888888888%
20171218,엘티씨(A170920),매수,13800,413,매수로직 매수 - (매수가) 우선순위 : 2,-
20171218,율촌화학(A008730),매도,21400,258,날짜지나 매도 : 20171214 ~ 20171218 설정가격매도,-4.67706013363029%
20171219,한일네트웍스(A046110),매수,8210,700,매수로직 매수 - (매수가) 우선순위 : 1,-
20171219,우리기술투자(A041190),매수,3150,1796,매수로직 매수 - (매수가) 우선순위 : 2,-
20171219,우리기술투자(A041190),매도,3620,1796,당일목표가매도,14.920634920634921%
20171220,비덴트(A121800),매수,25633,224,매수로직 매수 - (매수가) 우선순위 : 1,-
20171220,엘티씨(A170920),매도,13250,413,날짜지나 매도 : 20171218 ~ 20171220 설정가격매도,-3.985507246376811%
20171221,에이티넘인베스트(A021080),매수,3135,1736,매수로직 매수 - (매수가) 우선순위 : 1,-
20171221,한일네트웍스(A046110),매도,7102,700.0,날짜지나 매도 : 20171219 ~ 20171221 설정가격매도,-13.495736906211937%
20171221,비덴트(A121800),매도,20533,224.0,손절가매도,-19.896227519213515%
20171222,버추얼텍(A036620),매수,1457,3436,매수로직 매수 - (매수가) 우선순위 : 1,-
20171222,한컴시큐어(A054920),매수,3880,1293,매수로직 매수 - (매수가) 우선순위 : 2,-
20171222,에이티넘인베스트(A021080),매도,2505,1736.0,손절가매도,-20.095693779904305%
20171227,버추얼텍(A036620),매도,1329,3436,날짜지나 매도 : 20171222 ~ 20171227 설정가격매도,-8.785175017158545%
20171227,한컴시큐어(A054920),매도,3480,1293.0,날짜지나 매도 : 20171222 ~ 20171227 설정가격매도,-10.309278350515463%
20171228,위지트(A036090),매수,1865,2460.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20171228,비덴트(A121800),매수,23588,194,매수로직 매수 - (매수가) 우선순위 : 2,-
20171228,우리기술투자(A041190),매수,3870,1185,매수로직 매수 - (매수가) 우선순위 : 3,-
20180102,비덴트(A121800),매도,27133,194.0,목표가매도,15.028828217737832%
20180103,위지트(A036090),매도,1775,2460,날짜지나 매도 : 20171228 ~ 20180103 설정가격매도,-4.825737265415549%
20180103,우리기술투자(A041190),매도,4720,1185,날짜지나 매도 : 20171228 ~ 20180103 설정가격매도,21.963824289405682%
20180105,제이씨현시스템(A033320),매수,10650,474.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20180105,에이티넘인베스트(A021080),매수,4510,1120,매수로직 매수 - (매수가) 우선순위 : 3,-
20180108,제이씨현시스템(A033320),매도,12200,474.0,목표가매도,14.553990610328638%
20180108,에이티넘인베스트(A021080),매도,5190,1120.0,목표가매도,15.077605321507761%
20180109,에이티넘인베스트(A021080),매수,4860,1123,매수로직 매수 - (매수가) 우선순위 : 1,-
20180109,에이티넘인베스트(A021080),매도,5588,1123,당일목표가매도,14.979423868312757%
20180109,셀트리온(A068270),매수,288236,19,매수로직 매수 - (매수가) 우선순위 : 2,-
20180109,버추얼텍(A036620),매수,2412,2289.0,매수로직 매수 - (매수가) 우선순위 : 3,-
20180110,버추얼텍(A036620),매도,2777,2289.0,목표가매도,15.132669983416253%
20180111,우리기술투자(A041190),매수,7900,658,매수로직 매수 - (매수가) 우선순위 : 1,-
20180111,셀트리온(A068270),매도,293344,19,날짜지나 매도 : 20180109 ~ 20180111 설정가격매도,1.772158925325081%
20180112,나노신소재(A121600),매수,20050,289,매수로직 매수 - (매수가) 우선순위 : 1,-
20180112,우리기술투자(A041190),매도,6320,658.0,손절가매도,-20.0%
20180115,셀트리온(A068270),매수,325469,17,매수로직 매수 - (매수가) 우선순위 : 1,-
20180116,나노신소재(A121600),매도,20400,289,날짜지나 매도 : 20180112 ~ 20180116 설정가격매도,1.7456359102244388%
20180117,삼지전자(A037460),매수,14850,394,매수로직 매수 - (매수가) 우선순위 : 2,-
20180117,셀트리온(A068270),매도,341285,17,날짜지나 매도 : 20180115 ~ 20180117 설정가격매도,4.859448979779948%
20180119,에이티넘인베스트(A021080),매수,3645,1579,매수로직 매수 - (매수가) 우선순위 : 1,-
20180119,에이티넘인베스트(A021080),매도,4188,1579,당일목표가매도,14.897119341563785%
20180119,이니텍(A053350),매수,10000,582,매수로직 매수 - (매수가) 우선순위 : 2,-
20180119,삼지전자(A037460),매도,15000,394,날짜지나 매도 : 20180117 ~ 20180119 설정가격매도,1.0101010101010102%
20180122,큐캐피탈(A016600),매수,1300,4731,매수로직 매수 - (매수가) 우선순위 : 2,-
20180123,아비코전자(A036010),매수,11650,535.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180123,이니텍(A053350),매도,10650,582,날짜지나 매도 : 20180119 ~ 20180123 설정가격매도,6.5%
20180124,텍셀네트컴(A038540),매수,20548,306.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180124,큐캐피탈(A016600),매도,1365,4731,날짜지나 매도 : 20180122 ~ 20180124 설정가격매도,5.0%
20180125,피앤이솔루션(A131390),매수,12100,529,매수로직 매수 - (매수가) 우선순위 : 1,-
20180125,아비코전자(A036010),매도,11550,535,날짜지나 매도 : 20180123 ~ 20180125 설정가격매도,-0.8583690987124464%
20180126,유니크(A011320),매수,8540,761.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180126,텍셀네트컴(A038540),매도,22800,306,날짜지나 매도 : 20180124 ~ 20180126 설정가격매도,10.959704107455712%
20180129,피앤이솔루션(A131390),매도,12050,529,날짜지나 매도 : 20180125 ~ 20180129 설정가격매도,-0.4132231404958678%
20180130,신라섬유(A001000),매수,3545,1823,매수로직 매수 - (매수가) 우선순위 : 2,-
20180130,유니크(A011320),매도,8320,761,날짜지나 매도 : 20180126 ~ 20180130 설정가격매도,-2.576112412177986%
20180131,위지트(A036090),매수,2590,2501,매수로직 매수 - (매수가) 우선순위 : 1,-
20180131,디에이치피코리아(A131030),매수,13300,487,매수로직 매수 - (매수가) 우선순위 : 2,-
20180131,신라섬유(A001000),매도,4079,1823.0,목표가매도,15.063469675599436%
20180201,원익큐브(A014190),매수,2835,2335,매수로직 매수 - (매수가) 우선순위 : 1,-
20180202,디에이치피코리아(A131030),매도,13050,487,날짜지나 매도 : 20180131 ~ 20180202 설정가격매도,-1.8796992481203008%
20180205,에스티아이(A039440),매수,29900,215,매수로직 매수 - (매수가) 우선순위 : 1,-
20180205,위지트(A036090),매도,2225,2501.0,날짜지나 매도 : 20180131 ~ 20180205 설정가격매도,-14.092664092664092%
20180206,SGA솔루션즈(A184230),매수,3508,1786.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180206,SGA솔루션즈(A184230),매도,4035,1786.0,당일목표가매도,15.022805017103764%
20180207,KTB투자증권(A030210),매수,6310,1052,매수로직 매수 - (매수가) 우선순위 : 1,-
20180207,원익큐브(A014190),매도,2695,2335,날짜지나 매도 : 20180201 ~ 20180207 설정가격매도,-4.938271604938271%
20180207,에스티아이(A039440),매도,31100,215,날짜지나 매도 : 20180205 ~ 20180207 설정가격매도,4.013377926421405%
20180208,가비아(A079940),매수,7830,833,매수로직 매수 - (매수가) 우선순위 : 1,-
20180208,넥센테크(A073070),매수,6210,1051.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20180212,KTB투자증권(A030210),매도,5780,1052,날짜지나 매도 : 20180207 ~ 20180212 설정가격매도,-8.399366085578446%
20180212,가비아(A079940),매도,6970,833,날짜지나 매도 : 20180208 ~ 20180212 설정가격매도,-10.983397190293742%
20180212,넥센테크(A073070),매도,6250,1051,날짜지나 매도 : 20180208 ~ 20180212 설정가격매도,0.644122383252818%
20180213,디젠스(A113810),매수,2191,2851,매수로직 매수 - (매수가) 우선순위 : 2,-
20180213,보락(A002760),매수,1745,3586.0,매수로직 매수 - (매수가) 우선순위 : 3,-
20180214,닉스테크(A222810),매수,3885,1542,매수로직 매수 - (매수가) 우선순위 : 1,-
20180219,디젠스(A113810),매도,2065,2851,날짜지나 매도 : 20180213 ~ 20180219 설정가격매도,-5.7507987220447285%
20180219,보락(A002760),매도,1600,3586,날짜지나 매도 : 20180213 ~ 20180219 설정가격매도,-8.30945558739255%
20180220,하이비젼시스템(A126700),매수,17500,344.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180221,모헨즈(A006920),매수,8840,666,매수로직 매수 - (매수가) 우선순위 : 1,-
20180221,닉스테크(A222810),매도,3755,1542.0,날짜지나 매도 : 20180214 ~ 20180221 설정가격매도,-3.346203346203346%
20180222,원익큐브(A014190),매수,3235,1848,매수로직 매수 - (매수가) 우선순위 : 1,-
20180222,하이비젼시스템(A126700),매도,17700,344.0,날짜지나 매도 : 20180220 ~ 20180222 설정가격매도,1.1428571428571428%
20180223,케이씨피드(A025880),매수,3395,1769,매수로직 매수 - (매수가) 우선순위 : 1,-
20180223,모헨즈(A006920),매도,9270,666,날짜지나 매도 : 20180221 ~ 20180223 설정가격매도,4.864253393665159%
20180226,원익큐브(A014190),매도,3220,1848,날짜지나 매도 : 20180222 ~ 20180226 설정가격매도,-0.46367851622874806%
20180227,진바이오텍(A086060),매수,6360,936,매수로직 매수 - (매수가) 우선순위 : 1,-
20180227,케이씨피드(A025880),매도,3415,1769,날짜지나 매도 : 20180223 ~ 20180227 설정가격매도,0.5891016200294551%
20180228,에스에프씨(A112240),매수,5810,1041,매수로직 매수 - (매수가) 우선순위 : 2,-
20180228,에스에프씨(A112240),매도,4600,1041,당일손절가매도,-20.82616179001721%
20180302,네패스신소재(A087730),매수,22950,245,매수로직 매수 - (매수가) 우선순위 : 1,-
20180305,진바이오텍(A086060),매도,6192,936.0,날짜지나 매도 : 20180227 ~ 20180305 설정가격매도,-2.6415094339622645%
20180306,인디에프(A014990),매수,1915,2868.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180306,인디에프(A014990),매도,2205,2868.0,당일목표가매도,15.143603133159269%
20180306,좋은사람들(A033340),매수,3840,1426,매수로직 매수 - (매수가) 우선순위 : 2,-
20180306,네패스신소재(A087730),매도,23450,245,날짜지나 매도 : 20180302 ~ 20180306 설정가격매도,2.178649237472767%
20180307,넥스트BT(A065170),매수,2590,2165.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180307,필룩스(A033180),매수,10200,544,매수로직 매수 - (매수가) 우선순위 : 2,-
20180308,좋은사람들(A033340),매도,3830,1426,날짜지나 매도 : 20180306 ~ 20180308 설정가격매도,-0.26041666666666663%
20180309,SIMPAC Metal(A090730),매수,14650,405,매수로직 매수 - (매수가) 우선순위 : 1,-
20180309,넥스트BT(A065170),매도,2620,2165,날짜지나 매도 : 20180307 ~ 20180309 설정가격매도,1.1583011583011582%
20180309,필룩스(A033180),매도,12950,544,날짜지나 매도 : 20180307 ~ 20180309 설정가격매도,26.96078431372549%
20180312,오리엔트정공(A065500),매수,1197,5406,매수로직 매수 - (매수가) 우선순위 : 1,-
20180312,필룩스(A033180),매수,12950,501,매수로직 매수 - (매수가) 우선순위 : 2,-
20180312,SIMPAC Metal(A090730),매도,16788,405.0,목표가매도,14.593856655290102%
20180313,닉스테크(A222810),매수,5807,1140.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180313,닉스테크(A222810),매도,6674,1140.0,당일목표가매도,14.930256586877904%
20180314,디케이락(A105740),매수,7120,982,매수로직 매수 - (매수가) 우선순위 : 1,-
20180314,오리엔트정공(A065500),매도,1223,5406,날짜지나 매도 : 20180312 ~ 20180314 설정가격매도,2.172096908939014%
20180314,필룩스(A033180),매도,13450,501.0,날짜지나 매도 : 20180312 ~ 20180314 설정가격매도,3.861003861003861%
20180315,오리엔트정공(A065500),매수,1313,5313,매수로직 매수 - (매수가) 우선순위 : 1,-
20180315,KPX생명과학(A114450),매수,6680,1045,매수로직 매수 - (매수가) 우선순위 : 2,-
20180316,디케이락(A105740),매도,6780,982.0,날짜지나 매도 : 20180314 ~ 20180316 설정가격매도,-4.775280898876404%
20180316,KPX생명과학(A114450),매도,7690,1045.0,목표가매도,15.119760479041917%
20180319,국동(A005320),매수,4680,1552.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20180319,오리엔트정공(A065500),매도,1344,5313.0,날짜지나 매도 : 20180315 ~ 20180319 설정가격매도,2.361005331302361%
20180320,남광토건(A001260),매수,13600,539,매수로직 매수 - (매수가) 우선순위 : 1,-
20180320,국동(A005320),매도,5390,1552.0,목표가매도,15.17094017094017%
20180321,남광토건(A001260),매도,17000,539.0,목표가매도,25.0%
20180322,선데이토즈(A123420),매수,40000,204,매수로직 매수 - (매수가) 우선순위 : 2,-
20180322,이지웰페어(A090850),매수,9020,909,매수로직 매수 - (매수가) 우선순위 : 3,-
20180323,남광토건(A001260),매수,19000,420,매수로직 매수 - (매수가) 우선순위 : 1,-
20180326,선데이토즈(A123420),매도,38050,204,날짜지나 매도 : 20180322 ~ 20180326 설정가격매도,-4.875%
20180326,이지웰페어(A090850),매도,8600,909,날짜지나 매도 : 20180322 ~ 20180326 설정가격매도,-4.656319290465632%
20180327,피앤이솔루션(A131390),매수,15600,513,매수로직 매수 - (매수가) 우선순위 : 1,-
20180327,남광토건(A001260),매도,19950,420,날짜지나 매도 : 20180323 ~ 20180327 설정가격매도,5.0%
20180328,동양네트웍스(A030790),매수,3190,2549,매수로직 매수 - (매수가) 우선순위 : 1,-
20180328,텔레칩스(A054450),매수,12900,630,매수로직 매수 - (매수가) 우선순위 : 2,-
20180329,피앤이솔루션(A131390),매도,16200,513.0,날짜지나 매도 : 20180327 ~ 20180329 설정가격매도,3.8461538461538463%
20180330,동양네트웍스(A030790),매도,3450,2549,날짜지나 매도 : 20180328 ~ 20180330 설정가격매도,8.150470219435736%
20180330,텔레칩스(A054450),매도,13200,630,날짜지나 매도 : 20180328 ~ 20180330 설정가격매도,2.3255813953488373%
20180402,라이트론(A069540),매수,8680,967.0,매수로직 매수 - (매수가) 우선순위 : 2,-
20180402,라이트론(A069540),매도,9986,967.0,당일목표가매도,15.046082949308756%
20180402,빛샘전자(A072950),매수,7760,1082,매수로직 매수 - (매수가) 우선순위 : 3,-
20180403,라이트론(A069540),매수,9700,903,매수로직 매수 - (매수가) 우선순위 : 1,-
20180403,넥스트BT(A065170),매수,3900,2217,매수로직 매수 - (매수가) 우선순위 : 2,-
20180404,빛샘전자(A072950),매도,7790,1082,날짜지나 매도 : 20180402 ~ 20180404 설정가격매도,0.3865979381443299%
20180405,넥스트BT(A065170),매도,3840,2217,날짜지나 매도 : 20180403 ~ 20180405 설정가격매도,-1.5384615384615385%
20180406,인터불스(A158310),매수,12750,672.0,매수로직 매수 - (매수가) 우선순위 : 1,-
20180406,KGP(A109070),매수,11500,736,매수로직 매수 - (매수가) 우선순위 : 2,-
20180406,KGP(A109070),매도,13300,736,당일목표가매도,15.65217391304348%
20180410,라이트론(A069540),매도,7750,903.0,손절가매도,-20.103092783505154%
20180410,인터불스(A158310),매도,12150,672.0,날짜지나 매도 : 20180406 ~ 20180410 설정가격매도,-4.705882352941177%
20180411,우정바이오(A215380),매수,4475,1888,매수로직 매수 - (매수가) 우선순위 : 1,-
20180412,프로스테믹스(A203690),매수,13600,610,매수로직 매수 - (매수가) 우선순위 : 1,-
20180412,디티앤씨(A187220),매수,14750,577,매수로직 매수 - (매수가) 우선순위 : 2,-
20180413,우정바이오(A215380),매도,4450,1888,날짜지나 매도 : 20180411 ~ 20180413 설정가격매도,-0.5586592178770949%
20180416,프로스테믹스(A203690),매도,15450,610,날짜지나 매도 : 20180412 ~ 20180416 설정가격매도,13.602941176470587%
20180416,디티앤씨(A187220),매도,14150,577,날짜지나 매도 : 20180412 ~ 20180416 설정가격매도,-4.067796610169491%
20180418,텔루스(A196450),매수,1610,5380,매수로직 매수 - (매수가) 우선순위 : 2,-
20180418,텔루스(A196450),매도,1855,5380,당일목표가매도,15.217391304347828%
20180419,나이벡(A138610),매수,20900,434,매수로직 매수 - (매수가) 우선순위 : 3,-
