날짜,종목명,주문,매매가격(원),수량(주),사유,수익률
20170918,넥슨지티(A041140),매수,16800,154,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170918,새로닉스(A042600),매도,8260,338,날짜지나 매도 : 20170914 ~ 20170918 설정가격매도,4.030226700251889%
20170918,삼화전기(A009470),매도,11450,226,날짜지나 매도 : 20170914 ~ 20170918 설정가격매도,-3.7815126050420167%
20170919,에이디테크놀로지(A200710),매수,12050,230,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170919,넵튠(A217270),매수,19200,144,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170919,신성델타테크(A065350),매수,5020,551,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170920,에스맥(A097780),매수,1420,1936,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170920,넥슨지티(A041140),매도,17000,154,날짜지나 매도 : 20170918 ~ 20170920 설정가격매도,1.1904761904761905%
20170920,에이디테크놀로지(A200710),매도,10850,230.0,손절가매도,-9.95850622406639%
20170921,바이오리더스(A142760),매수,8450,317,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170921,넵튠(A217270),매도,18750,144,날짜지나 매도 : 20170919 ~ 20170921 설정가격매도,-2.34375%
20170921,신성델타테크(A065350),매도,4690,551,날짜지나 매도 : 20170919 ~ 20170921 설정가격매도,-6.573705179282868%
20170921,에스맥(A097780),매도,1280,1936.0,손절가매도,-9.859154929577464%
20170922,넷게임즈(A225570),매수,14350,184,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170922,EG(A037370),매수,12550,210,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170925,우리기술투자(A041190),매수,2926,910.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170925,우리기술투자(A041190),매도,2635,910.0,당일손절가매도,-9.945317840054683%
20170925,국일제지(A078130),매수,466,5723,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170925,국일제지(A078130),매도,521,5723,당일목표가매도,11.802575107296137%
20170925,바이오리더스(A142760),매도,8410,317,날짜지나 매도 : 20170921 ~ 20170925 설정가격매도,-0.4733727810650888%
20170926,신라젠(A215600),매수,46600,56,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170926,SBI인베스트먼트(A019550),매수,1185,2242,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170926,SBI인베스트먼트(A019550),매도,990,2242,당일손절가매도,-16.455696202531644%
20170926,에이티넘인베스트(A021080),매수,2315,1144.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170926,에이티넘인베스트(A021080),매도,2085,1144.0,당일손절가매도,-9.935205183585314%
20170926,넷게임즈(A225570),매도,13750,184,날짜지나 매도 : 20170922 ~ 20170926 설정가격매도,-4.181184668989547%
20170926,EG(A037370),매도,12100,210,날짜지나 매도 : 20170922 ~ 20170926  종가청산:210,-3.5856573705179287%
20170927,국일제지(A078130),매수,591,4200.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170927,신라젠(A215600),매도,41950,56.0,손절가매도,-9.97854077253219%
20170929,에이치엘비(A028300),매수,19750,124,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170929,에이티넘인베스트(A021080),매수,2740,894,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170929,에이티넘인베스트(A021080),매도,3065,894,당일목표가매도,11.861313868613138%
20170929,지엘팜텍(A204840),매수,3600,679,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170929,국일제지(A078130),매도,554,4200,날짜지나 매도 : 20170927 ~ 20170929 설정가격매도,-6.260575296108291%
20171010,알비케이이엠디(A106080),매수,3365,740,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171010,에이치엘비(A028300),매도,22100,124.0,목표가매도,11.89873417721519%
20171011,지엘팜텍(A204840),매도,3445,679,날짜지나 매도 : 20170929 ~ 20171011  종가청산:679,-4.305555555555555%
20171012,알비케이이엠디(A106080),매도,3500,740,날짜지나 매도 : 20171010 ~ 20171012 설정가격매도,4.011887072808321%
20171013,지트리비앤티(A115450),매수,32100,78,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171016,에이테크솔루션(A071670),매수,11050,230.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171016,홈캐스트(A064240),매수,13650,186,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171016,홈캐스트(A064240),매도,15250,186,당일목표가매도,11.72161172161172%
20171016,우리기술투자(A041190),매수,2170,1171,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171016,우리기술투자(A041190),매도,2430,1171,당일목표가매도,11.981566820276496%
20171017,지트리비앤티(A115450),매도,32300,78,날짜지나 매도 : 20171013 ~ 20171017 설정가격매도,0.6230529595015576%
20171017,에이테크솔루션(A071670),매도,12350,230.0,목표가매도,11.76470588235294%
20171019,에스텍파마(A041910),매수,12000,221,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171020,소리바다(A053110),매수,2170,1216,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171020,소리바다(A053110),매도,2430,1216,당일목표가매도,11.981566820276496%
20171023,대창스틸(A140520),매수,4340,618.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171023,로엔(A016170),매수,105100,25,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171023,에스텍파마(A041910),매도,12150,221,날짜지나 매도 : 20171019 ~ 20171023 설정가격매도,1.25%
20171025,대창스틸(A140520),매도,4120,618,날짜지나 매도 : 20171023 ~ 20171025  종가청산:618,-5.0691244239631335%
20171025,로엔(A016170),매도,105900,25,날짜지나 매도 : 20171023 ~ 20171025 설정가격매도,0.7611798287345386%
20171027,서울식품(A004410),매수,413,6451,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171027,한국화장품제조(A003350),매수,40900,65.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171030,서울식품(A004410),매도,371,6451.0,손절가매도,-10.16949152542373%
20171031,한국화장품제조(A003350),매도,41850,65,날짜지나 매도 : 20171027 ~ 20171031 설정가격매도,2.3227383863080684%
20171101,바이오니아(A064550),매수,8080,326,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171102,엠지메드(A180400),매수,9407,280,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171102,AJ렌터카(A068400),매수,14100,187.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171102,우리기술투자(A041190),매수,1930,1370.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171102,우리기술투자(A041190),매도,2160,1370.0,당일목표가매도,11.917098445595855%
20171102,바이오니아(A064550),매도,7280,326.0,손절가매도,-9.900990099009901%
20171103,코오롱머티리얼(A144620),매수,2930,904.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171106,엠지메드(A180400),매도,9224,280,날짜지나 매도 : 20171102 ~ 20171106  종가청산:280,-1.9453598384181991%
20171106,AJ렌터카(A068400),매도,14650,187,날짜지나 매도 : 20171102 ~ 20171106 설정가격매도,3.900709219858156%
20171107,홈캐스트(A064240),매수,14300,183,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171107,코오롱머티리얼(A144620),매도,2710,904,날짜지나 매도 : 20171103 ~ 20171107 설정가격매도,-7.508532423208192%
20171108,셀루메드(A049180),매수,8950,292,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171109,CMG제약(A058820),매수,5560,472,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171109,홈캐스트(A064240),매도,14800,183,날짜지나 매도 : 20171107 ~ 20171109 설정가격매도,3.4965034965034967%
20171109,셀루메드(A049180),매도,9994,292.0,목표가매도,11.664804469273744%
20171110,신풍제약(A019170),매수,7270,369,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171113,CMG제약(A058820),매도,5440,472,날짜지나 매도 : 20171109 ~ 20171113 설정가격매도,-2.158273381294964%
20171114,셀트리온제약(A068760),매수,48980,54,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171114,비덴트(A121800),매수,9180,287,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171114,신풍제약(A019170),매도,7180,369,날짜지나 매도 : 20171110 ~ 20171114 설정가격매도,-1.2379642365887207%
20171115,에이치엘비(A028300),매수,34450,76,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171115,케어젠(A214370),매수,86120,30.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171115,에이치엘비생명과학(A067630),매수,7657,346.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 6,-
20171115,셀트리온제약(A068760),매도,54815,54.0,목표가매도,11.913025724785626%
20171115,비덴트(A121800),매도,8262,287.0,손절가매도,-10.0%
20171116,엠지메드(A180400),매수,11992,225.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171116,대덕GDS(A004130),매수,23750,113,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171116,대창스틸(A140520),매수,5090,530,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171116,대창스틸(A140520),매도,4585,530,당일손절가매도,-9.921414538310412%
20171116,에이치엘비(A028300),매도,42500,76.0,목표가매도,23.367198838896954%
20171117,삼화콘덴서(A001820),매수,37450,72,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171117,국일제지(A078130),매수,959,2841,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171117,케어젠(A214370),매도,89900,30,날짜지나 매도 : 20171115 ~ 20171117 설정가격매도,4.389224338132838%
20171117,에이치엘비생명과학(A067630),매도,7686,346,날짜지나 매도 : 20171115 ~ 20171117 설정가격매도,0.37873840929868097%
20171117,엠지메드(A180400),매도,13410,225.0,목표가매도,11.824549699799865%
20171117,대덕GDS(A004130),매도,26595,113.0,목표가매도,11.978947368421053%
20171120,대주전자재료(A078600),매수,11300,247,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171120,랩지노믹스(A084650),매수,10650,260,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171120,신성통상(A005390),매수,1235,2258,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171120,텔콘(A200230),매수,9940,280,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171120,삼화콘덴서(A001820),매도,36250,72,매도로직 매도 ,-3.204272363150868%
20171121,나라케이아이씨(A007460),매수,10950,259.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171121,나라케이아이씨(A007460),매도,12195,259.0,당일목표가매도,11.36986301369863%
20171121,국일제지(A078130),매도,967,2841,날짜지나 매도 : 20171117 ~ 20171121 설정가격매도,0.8342022940563086%
20171121,대주전자재료(A078600),매도,12650,247.0,목표가매도,11.946902654867257%
20171121,신성통상(A005390),매도,1380,2258.0,목표가매도,11.740890688259109%
20171122,삼성제약(A001360),매수,5276,557,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171122,유니크(A011320),매수,7230,407.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171122,대주전자재료(A078600),매수,13100,225,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171122,코오롱머티리얼(A144620),매수,3520,836,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171122,코오롱머티리얼(A144620),매도,3955,836,당일목표가매도,12.357954545454545%
20171122,랩지노믹스(A084650),매도,11400,260,날짜지나 매도 : 20171120 ~ 20171122 설정가격매도,7.042253521126761%
20171122,텔콘(A200230),매도,9900,280,날짜지나 매도 : 20171120 ~ 20171122 설정가격매도,-0.4024144869215292%
20171123,삼화콘덴서(A001820),매수,39400,76,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171123,브이원텍(A251630),매수,38200,78,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171123,에이테크솔루션(A071670),매수,13650,220,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171123,삼성제약(A001360),매도,4744,557.0,손절가매도,-10.083396512509477%
20171123,대주전자재료(A078600),매도,14602,225.0,목표가매도,11.465648854961833%
20171124,유니크(A011320),매도,7100,407,날짜지나 매도 : 20171122 ~ 20171124 설정가격매도,-1.7980636237897647%
20171124,브이원텍(A251630),매도,42799,78.0,목표가매도,12.039267015706805%
20171127,삼화콘덴서(A001820),매도,40450,76,날짜지나 매도 : 20171123 ~ 20171127 설정가격매도,2.66497461928934%
20171127,에이테크솔루션(A071670),매도,13650,220,날짜지나 매도 : 20171123 ~ 20171127 설정가격매도,0.0%
20171128,제이씨현시스템(A033320),매수,8160,372,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171128,나라케이아이씨(A007460),매수,11700,260.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171128,나라케이아이씨(A007460),매도,10552,260.0,당일손절가매도,-9.81196581196581%
20171129,프로스테믹스(A203690),매수,8840,331,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171129,암니스(A007630),매수,4740,629,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171129,형지엘리트(A093240),매수,5204,573,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171129,형지엘리트(A093240),매도,5825,573,당일목표가매도,11.933128362797849%
20171129,CMG제약(A058820),매수,8580,347,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171129,SBI인베스트먼트(A019550),매수,1010,2958,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171129,제이씨현시스템(A033320),매도,9130,372.0,목표가매도,11.887254901960784%
20171130,SKC코오롱PI(A178920),매수,50800,62,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171130,에너토크(A019990),매수,15850,198.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171130,에이치엘사이언스(A239610),매수,43800,71,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171130,CMG제약(A058820),매도,7730,347.0,손절가매도,-9.906759906759907%
20171201,프로스테믹스(A203690),매도,8520,331,날짜지나 매도 : 20171129 ~ 20171201 설정가격매도,-3.619909502262444%
20171201,암니스(A007630),매도,4405,629,날짜지나 매도 : 20171129 ~ 20171201  종가청산:629,-7.067510548523207%
20171201,SBI인베스트먼트(A019550),매도,960,2958,날짜지나 매도 : 20171129 ~ 20171201  종가청산:2958,-4.9504950495049505%
20171201,에이치엘사이언스(A239610),매도,39450,71.0,손절가매도,-9.931506849315069%
20171204,케이엠더블유(A032500),매수,22130,133,매수로직 매수 - (돌파(전일종가)) 우선순위 : 6,-
20171204,에이치엘비(A028300),매수,40000,73,매수로직 매수 - (돌파(전일종가)) 우선순위 : 7,-
20171204,마크로젠(A038290),매수,34400,85,매수로직 매수 - (돌파(전일종가)) 우선순위 : 10,-
20171204,SKC코오롱PI(A178920),매도,50400,62,날짜지나 매도 : 20171130 ~ 20171204  종가청산:62,-0.7874015748031495%
20171204,에너토크(A019990),매도,17400,198,날짜지나 매도 : 20171130 ~ 20171204 설정가격매도,9.779179810725552%
20171205,텔콘(A200230),매수,13250,224,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171205,와이아이케이(A232140),매수,7228,411.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 6,-
20171205,와이아이케이(A232140),매도,8090,411.0,당일목표가매도,11.92584394023243%
20171205,바이오리더스(A142760),매수,11550,258,매수로직 매수 - (돌파(전일종가)) 우선순위 : 8,-
20171205,바이오리더스(A142760),매도,10400,258,당일손절가매도,-9.956709956709958%
20171205,마크로젠(A038290),매도,34300,85,매도로직 매도 ,-0.29069767441860467%
20171206,프로스테믹스(A203690),매수,11100,265,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171206,프로스테믹스(A203690),매도,9990,265,당일손절가매도,-10.0%
20171206,아스타(A246720),매수,16416,182,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171206,팜스웰바이오(A043090),매수,7700,389.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171206,팜스웰바이오(A043090),매도,6987,389.0,당일손절가매도,-9.25974025974026%
20171206,케이엠더블유(A032500),매도,24160,133,날짜지나 매도 : 20171204 ~ 20171206 설정가격매도,9.173068233167646%
20171206,에이치엘비(A028300),매도,37400,73,날짜지나 매도 : 20171204 ~ 20171206 설정가격매도,-6.5%
20171206,텔콘(A200230),매도,14800,224.0,목표가매도,11.69811320754717%
20171207,제이씨현시스템(A033320),매수,10800,274,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171207,제이씨현시스템(A033320),매도,12028,274,당일목표가매도,11.37037037037037%
20171207,한일진공(A123840),매수,3589,825,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171207,SCI평가정보(A036120),매수,5030,591.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171207,SCI평가정보(A036120),매도,4530,591.0,당일손절가매도,-9.940357852882704%
20171207,텔콘(A200230),매수,16550,179,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171207,오디텍(A080520),매수,9700,306,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171207,오디텍(A080520),매도,8730,306,당일손절가매도,-10.0%
20171208,알서포트(A131370),매수,2805,982,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171208,알에스오토메이션(A140670),매수,19100,152,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171208,마크로젠(A038290),매수,38800,74,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171208,마크로젠(A038290),매도,34908,74,당일손절가매도,-10.030927835051546%
20171208,아스타(A246720),매도,17693,182,날짜지나 매도 : 20171206 ~ 20171208 설정가격매도,7.778996101364523%
20171208,한일진공(A123840),매도,3213,825.0,손절가매도,-10.476455837280579%
20171208,텔콘(A200230),매도,18500,179.0,목표가매도,11.782477341389729%
20171211,시큐브(A131090),매수,1469,1864,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171211,알서포트(A131370),매도,3140,982.0,목표가매도,11.942959001782532%
20171212,코데즈컴바인(A047770),매수,3220,911,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171212,알에스오토메이션(A140670),매도,18700,152,날짜지나 매도 : 20171208 ~ 20171212 설정가격매도,-2.094240837696335%
20171213,아스타(A246720),매수,17078,171,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171213,텔콘(A200230),매수,14450,203,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171213,피씨엘(A241820),매수,13200,222,매수로직 매수 - (돌파(전일종가)) 우선순위 : 6,-
20171213,시큐브(A131090),매도,1648,1864,날짜지나 매도 : 20171211 ~ 20171213 설정가격매도,12.185159972770593%
20171214,제이엠티(A094970),매수,7620,393.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171214,알서포트(A131370),매수,3085,971,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171214,코데즈컴바인(A047770),매도,3275,911,날짜지나 매도 : 20171212 ~ 20171214 설정가격매도,1.7080745341614907%
20171214,피씨엘(A241820),매도,11900,222.0,손절가매도,-9.848484848484848%
20171215,네이처셀(A007390),매수,24650,120,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171215,암니스(A007630),매수,10250,290,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171215,아스타(A246720),매도,17883,171,날짜지나 매도 : 20171213 ~ 20171215 설정가격매도,4.713666705703244%
20171215,텔콘(A200230),매도,15000,203,날짜지나 매도 : 20171213 ~ 20171215 설정가격매도,3.8062283737024223%
20171215,알서포트(A131370),매도,3455,971.0,목표가매도,11.9935170178282%
20171218,시노펙스(A025320),매수,5210,570,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171218,제이엠티(A094970),매도,7330,393,날짜지나 매도 : 20171214 ~ 20171218 설정가격매도,-3.805774278215223%
20171219,다날(A064260),매수,5419,536.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171219,주연테크(A044380),매수,805,3292,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171219,주연테크(A044380),매도,721,3292,당일손절가매도,-10.434782608695652%
20171219,한일진공(A123840),매수,4259,665,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171219,한일진공(A123840),매도,3890,665,당일손절가매도,-8.664005635125617%
20171219,네이처셀(A007390),매도,23400,120,날짜지나 매도 : 20171215 ~ 20171219 설정가격매도,-5.070993914807302%
20171219,암니스(A007630),매도,9490,290,날짜지나 매도 : 20171215 ~ 20171219 설정가격매도,-7.414634146341463%
20171219,시노펙스(A025320),매도,4691,570.0,손절가매도,-9.961612284069098%
20171220,비덴트(A121800),매수,25361,109,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171220,비덴트(A121800),매도,28678,109,당일목표가매도,13.079137257994558%
20171220,피씨엘(A241820),매수,15500,180.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171220,씨티엘(A036170),매수,5080,548.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171220,씨티엘(A036170),매도,4575,548.0,당일손절가매도,-9.940944881889765%
20171220,인피니트헬스케어(A071200),매수,8830,315,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171220,다날(A064260),매도,4882,536.0,손절가매도,-9.909577412806792%
20171221,나라케이아이씨(A007460),매수,13600,202,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171221,라이브플렉스(A050120),매수,1145,2411.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171221,라이브플렉스(A050120),매도,1030,2411.0,당일손절가매도,-10.043668122270741%
20171221,텔콘(A200230),매수,14150,195.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171221,대성창투(A027830),매수,2745,1004,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171221,대성창투(A027830),매도,3070,1004,당일목표가매도,11.839708561020036%
20171221,피씨엘(A241820),매도,17301,180.0,목표가매도,11.619354838709677%
20171221,인피니트헬스케어(A071200),매도,7950,315.0,손절가매도,-9.966024915062288%
20171222,버추얼텍(A036620),매수,1443,1911,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171222,암니스(A007630),매수,9500,290,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171222,한컴시큐어(A054920),매수,3840,719.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171222,국일제지(A078130),매수,938,2941,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171222,나라케이아이씨(A007460),매도,15199,202.0,목표가매도,11.757352941176471%
20171222,텔콘(A200230),매도,12500,195.0,손절가매도,-11.66077738515901%
20171226,삼화전기(A009470),매수,16350,165,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171226,삼화전기(A009470),매도,18300,165,당일목표가매도,11.926605504587156%
20171226,알파홀딩스(A117670),매수,12400,218,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20171226,한컴시큐어(A054920),매도,3460,719.0,손절가매도,-9.895833333333332%
20171226,국일제지(A078130),매도,844,2941.0,손절가매도,-10.021321961620469%
20171227,EMW(A079190),매수,3260,814,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171227,트레이스(A052290),매수,2105,1263,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20171227,버추얼텍(A036620),매도,1329,1911,날짜지나 매도 : 20171222 ~ 20171227 설정가격매도,-7.900207900207901%
20171227,암니스(A007630),매도,8790,290,날짜지나 매도 : 20171222 ~ 20171227 설정가격매도,-7.473684210526316%
20171228,오스코텍(A039200),매수,17050,157,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20171228,위지트(A036090),매수,1845,1452,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20171228,위지트(A036090),매도,1660,1452,당일손절가매도,-10.02710027100271%
20171228,비덴트(A121800),매수,23361,114,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20171228,비덴트(A121800),매도,21043,114,당일손절가매도,-9.922520440049656%
20171228,알파홀딩스(A117670),매도,11650,218,날짜지나 매도 : 20171226 ~ 20171228 설정가격매도,-6.048387096774194%
20171228,트레이스(A052290),매도,2355,1263.0,목표가매도,11.87648456057007%
20180102,EMW(A079190),매도,3130,814,날짜지나 매도 : 20171227 ~ 20180102 설정가격매도,-3.9877300613496933%
20180102,오스코텍(A039200),매도,19015,157.0,목표가매도,11.52492668621701%
20180103,오성엘에스티(A052420),매수,6837,385,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20180103,오성엘에스티(A052420),매도,7639,385,당일목표가매도,11.73029106333187%
20180103,라이브플렉스(A050120),매수,1135,2325,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20180103,에이티넘인베스트(A021080),매수,3095,852,매수로직 매수 - (돌파(전일종가)) 우선순위 : 6,-
20180103,에이티넘인베스트(A021080),매도,3462,852,당일목표가매도,11.8578352180937%
20180103,오스코텍(A039200),매수,18350,143.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 9,-
20180103,비덴트(A121800),매수,25133,104,매수로직 매수 - (돌파(전일종가)) 우선순위 : 13,-
20180103,SBI인베스트먼트(A019550),매수,1185,2230,매수로직 매수 - (돌파(전일종가)) 우선순위 : 16,-
20180104,제룡전기(A033100),매수,7640,362,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20180104,안트로젠(A065660),매수,61400,45,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20180104,라이브플렉스(A050120),매도,1265,2325.0,목표가매도,11.45374449339207%
20180104,오스코텍(A039200),매도,16550,143.0,손절가매도,-9.809264305177113%
20180104,비덴트(A121800),매도,28133,104.0,목표가매도,11.936497831536228%
20180104,SBI인베스트먼트(A019550),매도,1390,2230.0,목표가매도,17.29957805907173%
20180105,에이티넘인베스트(A021080),매수,4460,637,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20180105,대성창투(A027830),매수,3331,853.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20180105,대성창투(A027830),매도,3730,853.0,당일목표가매도,11.978384869408586%
20180105,버추얼텍(A036620),매수,1918,1462,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20180105,버추얼텍(A036620),매도,2146,1462,당일목표가매도,11.887382690302397%
20180105,SBI인베스트먼트(A019550),매수,1405,2028,매수로직 매수 - (돌파(전일종가)) 우선순위 : 6,-
20180105,제룡전기(A033100),매도,8550,362.0,목표가매도,11.910994764397905%
20180105,안트로젠(A065660),매도,68700,45.0,목표가매도,11.889250814332247%
20180108,한빛소프트(A047080),매수,5910,513,매수로직 매수 - (돌파(전일종가)) 우선순위 : 6,-
20180108,테라젠이텍스(A066700),매수,14400,211,매수로직 매수 - (돌파(전일종가)) 우선순위 : 7,-
20180108,이트론(A096040),매수,374,8094,매수로직 매수 - (돌파(전일종가)) 우선순위 : 10,-
20180108,이트론(A096040),매도,417,8094,당일목표가매도,11.497326203208557%
20180108,에이티넘인베스트(A021080),매도,4995,637.0,목표가매도,11.995515695067265%
20180108,SBI인베스트먼트(A019550),매도,1570,2028.0,목표가매도,11.743772241992882%
20180109,폭스브레인(A039230),매수,1875,1697.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20180109,버추얼텍(A036620),매수,2390,1329.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
