날짜,종목명,주문,매매가격(원),수량(주),사유,수익률
20170202,KD건설(A044180),매수,287,4797,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170202,KD건설(A044180),매도,258,4797,당일손절가매도,-10.104529616724738%
20170202,흥아해운(A003280),매수,1749,819,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170202,흥아해운(A003280),매도,1958,819,당일목표가매도,11.949685534591195%
20170202,STX엔진(A077970),매수,8010,174,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170202,제이엠티(A094970),매수,3465,413,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170202,디비케이(A073190),매도,4065,344,날짜지나 매도 : 20170131 ~ 20170202  종가청산:344,0.7434944237918215%
20170202,인터엠(A017250),매도,7400,240.0,목표가매도,26.71232876712329%
20170203,흥아해운(A003280),매수,1982,729,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170203,SG충방(A001380),매수,5010,289,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170203,세우글로벌(A013000),매수,2535,570,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170203,국일신동(A060480),매수,6100,237,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170203,STX엔진(A077970),매도,7210,174.0,손절가매도,-9.987515605493133%
20170206,광진실업(A026910),매수,6630,220,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170206,제이엠티(A094970),매도,3565,413,날짜지나 매도 : 20170202 ~ 20170206 설정가격매도,2.886002886002886%
20170206,SG충방(A001380),매도,5601,289.0,목표가매도,11.796407185628741%
20170206,국일신동(A060480),매도,5490,237.0,손절가매도,-10.0%
20170207,흥아해운(A003280),매도,1866,729.0,날짜지나 매도 : 20170203 ~ 20170207 설정가격매도,-5.852674066599395%
20170207,세우글로벌(A013000),매도,2425,570,날짜지나 매도 : 20170203 ~ 20170207 설정가격매도,-4.339250493096647%
20170208,뉴프라이드(A900100),매수,3625,389,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170208,광진실업(A026910),매도,6350,220,날짜지나 매도 : 20170206 ~ 20170208 설정가격매도,-4.223227752639517%
20170209,맥스로텍(A141070),매수,2515,563,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170209,KD건설(A044180),매수,403,3507,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170209,KD건설(A044180),매도,451,3507,당일목표가매도,11.910669975186105%
20170210,디젠스(A113810),매수,3013,482.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170210,디젠스(A113810),매도,3372,482.0,당일목표가매도,11.91503484898772%
20170210,국일신동(A060480),매수,6200,234,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170210,인터엠(A017250),매수,5340,272,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170210,뉴프라이드(A900100),매도,3665,389,날짜지나 매도 : 20170208 ~ 20170210 설정가격매도,1.103448275862069%
20170210,맥스로텍(A141070),매도,2815,563.0,목표가매도,11.928429423459244%
20170213,SG충방(A001380),매수,7200,204,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170214,SG&G(A040610),매수,6000,249,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170214,이원컴포텍(A088290),매수,4340,344,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170214,국일신동(A060480),매도,6280,234,날짜지나 매도 : 20170210 ~ 20170214 설정가격매도,1.2903225806451613%
20170214,인터엠(A017250),매도,5300,272,날짜지나 매도 : 20170210 ~ 20170214 설정가격매도,-0.7490636704119851%
20170215,SG충방(A001380),매도,8310,204,날짜지나 매도 : 20170213 ~ 20170215 설정가격매도,15.416666666666668%
20170215,SG&G(A040610),매도,6720,249.0,목표가매도,12.0%
20170215,이원컴포텍(A088290),매도,4869,344.0,목표가매도,12.188940092165899%
20170217,두올산업(A078590),매수,2935,533.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170220,두올산업(A078590),매도,3285,533.0,목표가매도,11.925042589437819%
20170221,텔콘(A200230),매수,5040,315,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170222,메이슨캐피탈(A021880),매수,857,1867,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170222,위즈코프(A038620),매수,2668,599,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170222,텔콘(A200230),매도,5640,315.0,목표가매도,11.904761904761903%
20170224,에프알텍(A073540),매수,3885,416,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170224,메이슨캐피탈(A021880),매도,823,1867,날짜지나 매도 : 20170222 ~ 20170224 설정가격매도,-3.9673278879813303%
20170224,위즈코프(A038620),매도,2828,599,날짜지나 매도 : 20170222 ~ 20170224 설정가격매도,5.997001499250374%
20170228,에프알텍(A073540),매도,3620,416,날짜지나 매도 : 20170224 ~ 20170228 설정가격매도,-6.82110682110682%
20170306,KNN(A058400),매수,1345,1191.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170307,KNN(A058400),매도,1498,1191.0,목표가매도,11.37546468401487%
20170308,KD건설(A044180),매수,409,3968.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170309,KD건설(A044180),매도,458,3968.0,목표가매도,11.98044009779951%
20170310,DSR제강(A069730),매수,16550,100,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170310,DSR제강(A069730),매도,18488,100,당일목표가매도,11.709969788519638%
20170310,우성사료(A006980),매수,4300,378,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170310,우성사료(A006980),매도,5000,378,당일목표가매도,16.27906976744186%
20170313,두올산업(A078590),매수,3530,468,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170313,두올산업(A078590),매도,3937,468,당일목표가매도,11.529745042492918%
20170313,세우글로벌(A013000),매수,3550,483,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170313,세우글로벌(A013000),매도,3975,483,당일목표가매도,11.971830985915492%
20170313,케이씨에스(A115500),매수,7890,217,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170313,케이씨에스(A115500),매도,8832,217,당일목표가매도,11.939163498098859%
20170314,아남전자(A008700),매수,2530,710,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170314,아남전자(A008700),매도,2821,710,당일목표가매도,11.50197628458498%
20170314,SG충방(A001380),매수,7590,237,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170314,SG충방(A001380),매도,8500,237,당일목표가매도,11.989459815546773%
20170315,티에스인베스트먼트(A246690),매수,5710,325,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170316,써니전자(A004770),매수,5480,335,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170316,티에스인베스트먼트(A246690),매도,6390,325.0,목표가매도,11.908931698774081%
20170317,써니전자(A004770),매도,4939,335.0,손절가매도,-9.872262773722627%
20170322,하이소닉(A106080),매수,4570,406,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170323,서울제약(A018680),매수,13100,141,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170324,하이소닉(A106080),매도,4610,406,날짜지나 매도 : 20170322 ~ 20170324 설정가격매도,0.87527352297593%
20170324,서울제약(A018680),매도,11800,141.0,손절가매도,-9.923664122137405%
20170328,안랩(A053800),매수,129400,13,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170328,우성사료(A006980),매수,5620,326,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170328,써니전자(A004770),매수,6560,279,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170328,써니전자(A004770),매도,7340,279,당일목표가매도,11.890243902439025%
20170328,다믈멀티미디어(A093640),매수,7300,239,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170328,다믈멀티미디어(A093640),매도,8170,239,당일목표가매도,11.917808219178081%
20170329,넥스트칩(A092600),매수,11750,160,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170329,SG충방(A001380),매수,6290,299,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170329,SG충방(A001380),매도,5670,299,당일손절가매도,-9.85691573926868%
20170329,에치디프로(A214870),매수,6175,305,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170329,안랩(A053800),매도,114600,13.0,손절가매도,-11.437403400309119%
20170329,우성사료(A006980),매도,6289,326.0,목표가매도,11.90391459074733%
20170330,우성사료(A006980),매수,6300,290,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170331,넥스트칩(A092600),매도,11550,160.0,날짜지나 매도 : 20170329 ~ 20170331 설정가격매도,-1.702127659574468%
20170331,에치디프로(A214870),매도,5975,305,날짜지나 매도 : 20170329 ~ 20170331 설정가격매도,-3.2388663967611335%
20170403,네오오토(A212560),매수,10400,178,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170403,우성사료(A006980),매도,6290,290,날짜지나 매도 : 20170330 ~ 20170403 설정가격매도,-0.15873015873015872%
20170404,서울전자통신(A027040),매수,2250,825,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170404,서울전자통신(A027040),매도,2025,825,당일손절가매도,-10.0%
20170404,에이치엘비생명과학(A067630),매수,8023,231.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170404,인콘(A083640),매수,790,2348,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170404,인콘(A083640),매도,884,2348,당일목표가매도,11.89873417721519%
20170404,네오오토(A212560),매도,9360,178.0,손절가매도,-10.0%
20170405,솔트웍스(A230980),매수,5250,348,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170405,솔트웍스(A230980),매도,5871,348,당일목표가매도,11.82857142857143%
20170405,모바일리더(A100030),매수,15450,118,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170406,알서포트(A131370),매수,2990,625,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170406,이화공영(A001840),매수,8270,225.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170406,써니전자(A004770),매수,7400,252,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170406,매커스(A093520),매수,4320,432,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20170406,에이치엘비생명과학(A067630),매도,8196,231,날짜지나 매도 : 20170404 ~ 20170406  종가청산:231,2.1563006356724417%
20170407,자이글(A234920),매수,11950,161.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170407,모바일리더(A100030),매도,16500,118,날짜지나 매도 : 20170405 ~ 20170407 설정가격매도,6.796116504854369%
20170410,디에스티로봇(A090710),매수,2455,778,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170410,알서포트(A131370),매도,2955,625,날짜지나 매도 : 20170406 ~ 20170410  종가청산:625,-1.1705685618729096%
20170410,이화공영(A001840),매도,7450,225,손절가매도,-9.915356711003627%
20170410,써니전자(A004770),매도,8980,252,날짜지나 매도 : 20170406 ~ 20170410 설정가격매도,21.35135135135135%
20170410,매커스(A093520),매도,4260,432,날짜지나 매도 : 20170406 ~ 20170410 설정가격매도,-1.3888888888888888%
20170410,자이글(A234920),매도,13700,161.0,목표가매도,14.644351464435147%
20170411,빅텍(A065450),매수,5050,383,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170411,빅텍(A065450),매도,5648,383,당일목표가매도,11.841584158415841%
20170411,퍼스텍(A010820),매수,4644,417.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170411,크린앤사이언스(A045520),매수,8100,239,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170411,스페코(A013810),매수,6310,300,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170411,스페코(A013810),매도,7230,300,당일목표가매도,14.580031695721077%
20170411,디에스티로봇(A090710),매도,2745,778.0,목표가매도,11.812627291242363%
20170412,크린앤사이언스(A045520),매도,8490,239,매도로직 매도 ,4.814814814814815%
20170413,넥센테크(A073070),매수,1190,1703.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170413,넥스트칩(A092600),매수,11850,171,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170413,제룡산업(A147830),매수,10200,198,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20170413,퍼스텍(A010820),매도,4326,417.0,날짜지나 매도 : 20170411 ~ 20170413 설정가격매도,-6.847545219638243%
20170414,에이스테크(A088800),매수,4120,495,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170414,제룡산업(A147830),매도,11450,198.0,목표가매도,12.254901960784313%
20170417,넥센테크(A073070),매도,1160,1703,날짜지나 매도 : 20170413 ~ 20170417 설정가격매도,-2.5210084033613445%
20170417,넥스트칩(A092600),매도,12700,171,날짜지나 매도 : 20170413 ~ 20170417 설정가격매도,7.172995780590717%
20170418,안랩(A053800),매수,104000,19,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170418,에이스테크(A088800),매도,4000,495,날짜지나 매도 : 20170414 ~ 20170418 설정가격매도,-2.912621359223301%
20170419,신원종합개발(A017000),매수,10150,202.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170419,신원종합개발(A017000),매도,11322,202.0,당일목표가매도,11.54679802955665%
20170420,인콘(A083640),매수,1084,1922,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170420,드림시큐리티(A203650),매수,2125,983.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170420,코위버(A056360),매수,7460,279,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170420,우리로(A046970),매수,2990,698,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170420,안랩(A053800),매도,108200,19,날짜지나 매도 : 20170418 ~ 20170420 설정가격매도,4.038461538461538%
20170421,상아프론테크(A089980),매수,12500,167.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170421,세명전기(A017510),매수,6820,306,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170421,드림시큐리티(A203650),매도,2380,983.0,목표가매도,12.0%
20170421,우리로(A046970),매도,3343,698.0,목표가매도,11.806020066889632%
20170424,드림시큐리티(A203650),매수,2430,892,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170424,에치디프로(A214870),매수,6925,310,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170424,인콘(A083640),매도,968,1922.0,날짜지나 매도 : 20170420 ~ 20170424 설정가격매도 종가청산:1825,-10.70110701107011%
20170424,코위버(A056360),매도,7060,279,날짜지나 매도 : 20170420 ~ 20170424 설정가격매도,-5.361930294906166%
20170425,상아프론테크(A089980),매도,13070,167.0,날짜지나 매도 : 20170421 ~ 20170425 설정가격매도,4.5600000000000005%
20170425,세명전기(A017510),매도,6550,306,날짜지나 매도 : 20170421 ~ 20170425  종가청산:306,-3.9589442815249267%
20170426,드림시큐리티(A203650),매도,2335,892,날짜지나 매도 : 20170424 ~ 20170426  종가청산:892,-3.909465020576132%
20170426,에치디프로(A214870),매도,6650,310,날짜지나 매도 : 20170424 ~ 20170426 설정가격매도,-3.9711191335740073%
20170427,아진엑스텍(A059120),매수,9990,208.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170428,크라운해태홀딩스(A005740),매수,31400,61,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170502,아진엑스텍(A059120),매도,10450,208,날짜지나 매도 : 20170427 ~ 20170502 설정가격매도,4.604604604604605%
20170504,크라운해태홀딩스(A005740),매도,31250,61,날짜지나 매도 : 20170428 ~ 20170504 설정가격매도,-0.47770700636942676%
20170508,STX엔진(A077970),매수,13000,161,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170508,에이스테크(A088800),매수,4520,242.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170510,크린앤사이언스(A045520),매수,12950,162,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170510,이엘케이(A094190),매수,1325,1582,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170510,이엘케이(A094190),매도,1480,1582,당일목표가매도,11.69811320754717%
20170510,STX엔진(A077970),매도,14550,161.0,목표가매도,11.923076923076923%
20170511,에스마크(A030270),매수,53624,32,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170511,에스마크(A030270),매도,60029,32,당일목표가매도,11.944278681187528%
20170511,남화토건(A091590),매수,7160,303,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170511,좋은사람들(A033340),매수,2930,741,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170511,이에스브이(A223310),매수,3040,714,매수로직 매수 - (돌파(전일종가)) 우선순위 : 5,-
20170511,에이스테크(A088800),매도,4560,242,날짜지나 매도 : 20170508 ~ 20170511 설정가격매도,0.8849557522123894%
20170512,혜인(A003010),매수,5280,420,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170512,네오오토(A212560),매수,9550,231,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170512,크린앤사이언스(A045520),매도,12450,162,날짜지나 매도 : 20170510 ~ 20170512  종가청산:162,-3.861003861003861%
20170512,좋은사람들(A033340),매도,2960,741,매도로직 매도 ,1.023890784982935%
20170512,이에스브이(A223310),매도,3396,714.0,목표가매도,11.710526315789474%
20170515,한신기계(A011700),매수,4020,554,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170515,남화토건(A091590),매도,7290,303,날짜지나 매도 : 20170511 ~ 20170515 설정가격매도,1.8156424581005588%
20170516,혜인(A003010),매도,5410,420,날짜지나 매도 : 20170512 ~ 20170516 설정가격매도,2.462121212121212%
20170516,네오오토(A212560),매도,9690,231,날짜지나 매도 : 20170512 ~ 20170516 설정가격매도,1.4659685863874345%
20170516,한신기계(A011700),매도,4500,554.0,목표가매도,11.940298507462686%
20170517,캠시스(A050110),매수,3375,670,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170517,STX엔진(A077970),매수,15600,145,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170518,한강인터트레이드(A219550),매수,3295,684,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170518,태양금속(A004100),매수,2720,830,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170518,필룩스(A033180),매수,4365,516,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170518,필룩스(A033180),매도,4892,516,당일목표가매도,12.073310423825887%
20170519,이에스브이(A223310),매수,3250,705,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170519,캠시스(A050110),매도,3441,670.0,날짜지나 매도 : 20170517 ~ 20170519 설정가격매도,1.9555555555555555%
20170519,STX엔진(A077970),매도,15400,145,날짜지나 매도 : 20170517 ~ 20170519 설정가격매도,-1.282051282051282%
20170522,한국종합기술(A023350),매수,12100,189,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170522,대원전선(A006340),매수,1465,1569,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170522,한강인터트레이드(A219550),매도,3470,684,날짜지나 매도 : 20170518 ~ 20170522 설정가격매도,5.311077389984825%
20170522,태양금속(A004100),매도,2650,830.0,날짜지나 매도 : 20170518 ~ 20170522 설정가격매도,-2.5735294117647056%
20170523,동양철관(A008970),매수,1371,1664,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170523,이화공영(A001840),매수,7560,302.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170523,이에스브이(A223310),매도,3230,705,날짜지나 매도 : 20170519 ~ 20170523 설정가격매도,-0.6153846153846154%
20170524,진흥기업(A002780),매수,3130,733.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170524,이엘케이(A094190),매수,1605,1431,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170524,한국종합기술(A023350),매도,11300,189,날짜지나 매도 : 20170522 ~ 20170524  종가청산:189,-6.6115702479338845%
20170524,대원전선(A006340),매도,1445,1569,날짜지나 매도 : 20170522 ~ 20170524 설정가격매도,-1.3651877133105803%
20170524,이화공영(A001840),매도,6810,302.0,손절가매도,-9.920634920634921%
20170525,동양철관(A008970),매도,1357,1664.0,날짜지나 매도 : 20170523 ~ 20170525 설정가격매도,-1.0211524434719184%
20170525,이엘케이(A094190),매도,1445,1431.0,손절가매도,-9.968847352024921%
20170526,시큐브(A131090),매수,1348,1614,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170526,진흥기업(A002780),매도,3000,733,날짜지나 매도 : 20170524 ~ 20170526 설정가격매도,-4.15335463258786%
20170529,미원홀딩스(A107590),매수,120000,18,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170529,미원홀딩스(A107590),매도,108000,18,당일손절가매도,-10.0%
20170529,시큐브(A131090),매도,1505,1614.0,목표가매도,11.646884272997033%
20170531,SK증권(A001510),매수,1546,1404,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170531,대동스틸(A048470),매수,5310,411,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170531,마이크로프랜드(A147760),매수,11550,189,매수로직 매수 - (돌파(전일종가)) 우선순위 : 4,-
20170601,CSA 코스믹(A083660),매수,5780,373,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170601,엔에스엔(A031860),매수,6230,345,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170601,STX엔진(A077970),매수,17650,122.0,매수로직 매수 - (돌파(전일종가)) 우선순위 : 3,-
20170601,STX엔진(A077970),매도,19750,122.0,당일목표가매도,11.89801699716714%
20170601,SK증권(A001510),매도,1373,1404.0,손절가매도,-11.190168175937904%
20170602,갑을메탈(A024840),매수,2925,759,매수로직 매수 - (돌파(전일종가)) 우선순위 : 1,-
20170602,마제스타(A035480),매수,2075,1071,매수로직 매수 - (돌파(전일종가)) 우선순위 : 2,-
20170602,대동스틸(A048470),매도,5730,411.0,날짜지나 매도 : 20170531 ~ 20170602 설정가격매도,7.909604519774012%
20170602,마이크로프랜드(A147760),매도,11900,189,날짜지나 매도 : 20170531 ~ 20170602 설정가격매도,3.0303030303030303%
